119.201.100.137 - - [25/Jun/2019:00:31:09 +0800] "GET / HTTP/1.1" 200 11418
117.136.87.132 - - [25/Jun/2019:10:18:21 +0800] "GET /bysj/css/thems.css HTTP/1.1" 200 13346
117.136.87.132 - - [25/Jun/2019:10:18:22 +0800] "GET /bysj/images/nav_ico.png HTTP/1.1" 404 3387
117.136.87.132 - - [25/Jun/2019:10:18:22 +0800] "GET /bysj/images/icon3.png HTTP/1.1" 404 3387
117.136.87.132 - - [25/Jun/2019:10:18:22 +0800] "GET /bysj/images/icon5.png HTTP/1.1" 404 3387
117.136.87.132 - - [25/Jun/2019:10:18:22 +0800] "GET /bysj/images/icon4.png HTTP/1.1" 404 3387
117.136.87.132 - - [25/Jun/2019:10:18:22 +0800] "GET /bysj/images/nav1.jpg HTTP/1.1" 200 35839
117.136.87.132 - - [25/Jun/2019:10:18:22 +0800] "GET /bysj/images/nav3.jpg HTTP/1.1" 200 37949
117.136.87.132 - - [25/Jun/2019:10:18:28 +0800] "GET /bysj/images/nav2.jpg HTTP/1.1" 200 493564
117.136.87.132 - - [25/Jun/2019:10:18:29 +0800] "GET /bysj/images/nav4.jpg HTTP/1.1" 200 493564
117.136.87.132 - - [25/Jun/2019:10:18:30 +0800] "GET /favicon.ico HTTP/1.1" 200 4286
117.136.87.132 - - [25/Jun/2019:10:18:58 +0800] "GET /bysj/toLogin HTTP/1.1" 200 2151
117.136.87.132 - - [25/Jun/2019:10:18:59 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/icon.css HTTP/1.1" 200 2508
117.136.87.132 - - [25/Jun/2019:10:18:59 +0800] "GET /bysj/js/jquery-easyui-1.5.2/locale/easyui-lang-zh_CN.js HTTP/1.1" 200 2501
117.136.87.132 - - [25/Jun/2019:10:18:59 +0800] "GET /bysj/js/login.js HTTP/1.1" 200 777
117.136.87.132 - - [25/Jun/2019:10:19:00 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/easyui.css HTTP/1.1" 200 66964
117.136.87.132 - - [25/Jun/2019:10:19:00 +0800] "GET /bysj/js/jquery-easyui-1.5.2/jquery.min.js HTTP/1.1" 200 95957
117.136.87.132 - - [25/Jun/2019:10:19:02 +0800] "GET /bysj/js/jquery-easyui-1.5.2/jquery.easyui.min.js HTTP/1.1" 200 424333
117.136.87.132 - - [25/Jun/2019:10:19:03 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/icons/man.png HTTP/1.1" 200 244
117.136.87.132 - - [25/Jun/2019:10:19:03 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/passwordbox_open.png HTTP/1.1" 200 165
117.136.87.132 - - [25/Jun/2019:10:19:05 +0800] "POST /bysj/login HTTP/1.1" 200 3509
117.136.87.132 - - [25/Jun/2019:10:19:06 +0800] "GET /bysj/js/title.js HTTP/1.1" 200 1998
117.136.87.132 - - [25/Jun/2019:10:19:06 +0800] "GET /bysj/css/Main.css HTTP/1.1" 200 583
117.136.87.132 - - [25/Jun/2019:10:19:07 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/blank.gif HTTP/1.1" 200 43
117.136.87.132 - - [25/Jun/2019:10:19:07 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/panel_tools.png HTTP/1.1" 200 852
117.136.87.132 - - [25/Jun/2019:10:19:07 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/layout_arrows.png HTTP/1.1" 200 319
117.136.87.132 - - [25/Jun/2019:10:19:07 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/tabs_icons.png HTTP/1.1" 200 150
117.136.87.132 - - [25/Jun/2019:10:19:07 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/accordion_arrows.png HTTP/1.1" 200 184
117.136.87.132 - - [25/Jun/2019:10:19:08 +0800] "POST /bysj/queryTreeByUser HTTP/1.1" 200 2317
117.136.87.132 - - [25/Jun/2019:10:19:09 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/tree_icons.png HTTP/1.1" 200 3115
177.185.156.213 - - [25/Jun/2019:10:55:40 +0800] "GET / HTTP/1.1" 200 11418
143.137.150.168 - - [25/Jun/2019:11:02:35 +0800] "GET / HTTP/1.1" 200 11418
198.108.66.80 - - [25/Jun/2019:11:03:09 +0800] "GET / HTTP/1.1" 200 11418
167.114.227.168 - - [25/Jun/2019:12:22:30 +0800] "GET / HTTP/1.1" 200 11418
219.145.104.203 - - [25/Jun/2019:12:55:33 +0800] "GET /bysj/ HTTP/1.1" 302 -
219.145.104.203 - - [25/Jun/2019:12:55:33 +0800] "GET /bysj/toLogin HTTP/1.1" 200 2151
219.145.104.203 - - [25/Jun/2019:12:55:33 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/icon.css HTTP/1.1" 200 2508
219.145.104.203 - - [25/Jun/2019:12:55:33 +0800] "GET /bysj/js/jquery-easyui-1.5.2/locale/easyui-lang-zh_CN.js HTTP/1.1" 200 2501
219.145.104.203 - - [25/Jun/2019:12:55:33 +0800] "GET /bysj/js/login.js HTTP/1.1" 200 777
219.145.104.203 - - [25/Jun/2019:12:55:33 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/easyui.css HTTP/1.1" 200 66964
219.145.104.203 - - [25/Jun/2019:12:55:34 +0800] "GET /bysj/js/jquery-easyui-1.5.2/jquery.min.js HTTP/1.1" 200 95957
219.145.104.203 - - [25/Jun/2019:12:55:37 +0800] "GET /bysj/js/jquery-easyui-1.5.2/jquery.easyui.min.js HTTP/1.1" 200 424333
219.145.104.203 - - [25/Jun/2019:12:55:37 +0800] "GET /bysj/images/logo4.png HTTP/1.1" 200 8674
219.145.104.203 - - [25/Jun/2019:12:55:37 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/icons/man.png HTTP/1.1" 200 244
219.145.104.203 - - [25/Jun/2019:12:55:37 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/passwordbox_open.png HTTP/1.1" 200 165
219.145.104.203 - - [25/Jun/2019:12:55:40 +0800] "POST /bysj/login HTTP/1.1" 200 3509
219.145.104.203 - - [25/Jun/2019:12:55:40 +0800] "GET /bysj/css/Main.css HTTP/1.1" 200 583
219.145.104.203 - - [25/Jun/2019:12:55:40 +0800] "GET /bysj/js/title.js HTTP/1.1" 200 1998
219.145.104.203 - - [25/Jun/2019:12:55:40 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/blank.gif HTTP/1.1" 200 43
219.145.104.203 - - [25/Jun/2019:12:55:40 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/layout_arrows.png HTTP/1.1" 200 319
219.145.104.203 - - [25/Jun/2019:12:55:40 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/panel_tools.png HTTP/1.1" 200 852
219.145.104.203 - - [25/Jun/2019:12:55:40 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/tabs_icons.png HTTP/1.1" 200 150
219.145.104.203 - - [25/Jun/2019:12:55:40 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/accordion_arrows.png HTTP/1.1" 200 184
219.145.104.203 - - [25/Jun/2019:12:55:40 +0800] "GET /bysj/images/nav1.jpg HTTP/1.1" 200 35839
219.145.104.203 - - [25/Jun/2019:12:55:40 +0800] "POST /bysj/queryTreeByUser HTTP/1.1" 200 2317
219.145.104.203 - - [25/Jun/2019:12:55:40 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/tree_icons.png HTTP/1.1" 200 3115
219.145.104.203 - - [25/Jun/2019:12:55:43 +0800] "GET /bysj/userInfo HTTP/1.1" 200 1716
219.145.104.203 - - [25/Jun/2019:12:55:45 +0800] "GET /bysj/toSRead HTTP/1.1" 200 1182
219.145.104.203 - - [25/Jun/2019:12:55:45 +0800] "GET /bysj/js/student/sRead.js HTTP/1.1" 200 4154
219.145.104.203 - - [25/Jun/2019:12:55:45 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/pagination_icons.png HTTP/1.1" 200 628
219.145.104.203 - - [25/Jun/2019:12:55:45 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/loading.gif HTTP/1.1" 200 1737
219.145.104.203 - - [25/Jun/2019:12:55:45 +0800] "POST /bysj/Stu/queryAllDoc HTTP/1.1" 200 2022
219.145.104.203 - - [25/Jun/2019:12:55:47 +0800] "GET /bysj/js/pdfjs/generic/web/viewer.html?file=/doc/10/2015/1001/1510064108/151006410804.pdf HTTP/1.1" 200 19600
219.145.104.203 - - [25/Jun/2019:12:55:47 +0800] "GET /bysj/js/pdfjs/generic/web/compatibility.js HTTP/1.1" 200 17788
219.145.104.203 - - [25/Jun/2019:12:55:47 +0800] "GET /bysj/js/pdfjs/generic/web/debugger.js HTTP/1.1" 200 19583
219.145.104.203 - - [25/Jun/2019:12:55:47 +0800] "GET /bysj/js/pdfjs/generic/web/viewer.css HTTP/1.1" 200 46022
219.145.104.203 - - [25/Jun/2019:12:55:48 +0800] "GET /bysj/js/pdfjs/generic/web/l10n.js HTTP/1.1" 200 29253
219.145.104.203 - - [25/Jun/2019:12:55:48 +0800] "GET /bysj/js/pdfjs/generic/build/pdf.js HTTP/1.1" 500 81920
219.145.104.203 - - [25/Jun/2019:12:55:49 +0800] "GET /bysj/js/pdfjs/generic/web/viewer.js HTTP/1.1" 500 131072
219.145.104.203 - - [25/Jun/2019:12:55:49 +0800] "GET /bysj/toSRead HTTP/1.1" 200 1182
219.145.104.203 - - [25/Jun/2019:12:55:49 +0800] "POST /bysj/Stu/queryAllDoc HTTP/1.1" 200 2022
219.145.104.203 - - [25/Jun/2019:12:55:51 +0800] "GET /bysj/toUpload HTTP/1.1" 200 3013
219.145.104.203 - - [25/Jun/2019:12:55:51 +0800] "GET /bysj/js/student/sUpload.js HTTP/1.1" 200 1206
219.145.104.203 - - [25/Jun/2019:12:55:51 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/combo_arrow.png HTTP/1.1" 200 117
219.145.104.203 - - [25/Jun/2019:12:55:51 +0800] "GET /bysj/toSG HTTP/1.1" 200 3217
219.145.104.203 - - [25/Jun/2019:12:55:51 +0800] "GET /bysj/js/student/sG.js HTTP/1.1" 200 2899
219.145.104.203 - - [25/Jun/2019:12:55:52 +0800] "POST /bysj/Stu/querySG HTTP/1.1" 200 471
219.145.104.203 - - [25/Jun/2019:12:55:52 +0800] "GET /bysj/toScore HTTP/1.1" 200 1183
219.145.104.203 - - [25/Jun/2019:12:55:52 +0800] "GET /bysj/js/student/sScore.js HTTP/1.1" 200 1863
219.145.104.203 - - [25/Jun/2019:12:55:52 +0800] "POST /bysj/Stu/querySScore HTTP/1.1" 200 552
219.145.104.203 - - [25/Jun/2019:12:55:53 +0800] "GET /bysj/toSpeechGroup HTTP/1.1" 200 1201
219.145.104.203 - - [25/Jun/2019:12:55:53 +0800] "GET /bysj/js/student/sSpeechGroup.js HTTP/1.1" 200 927
219.145.104.203 - - [25/Jun/2019:12:55:53 +0800] "POST /bysj/Stu/querySSpeechGroup HTTP/1.1" 200 226
219.145.104.203 - - [25/Jun/2019:12:55:54 +0800] "GET /bysj/toProcess HTTP/1.1" 200 1558
219.145.104.203 - - [25/Jun/2019:12:55:54 +0800] "GET /bysj/js/normalProcess.js HTTP/1.1" 200 1730
219.145.104.203 - - [25/Jun/2019:12:55:54 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/icons/search.png HTTP/1.1" 200 813
219.145.104.203 - - [25/Jun/2019:12:55:55 +0800] "POST /bysj/queryProcess HTTP/1.1" 200 2929
219.145.104.203 - - [25/Jun/2019:12:55:55 +0800] "GET /bysj/toGroupInfo HTTP/1.1" 200 1303
219.145.104.203 - - [25/Jun/2019:12:55:55 +0800] "GET /bysj/js/student/sGroupInfo.js HTTP/1.1" 200 2009
219.145.104.203 - - [25/Jun/2019:12:55:55 +0800] "POST /bysj/Stu/querySGroupInfo HTTP/1.1" 200 1276
219.145.104.203 - - [25/Jun/2019:12:55:55 +0800] "POST /bysj/Stu/queryTInfo HTTP/1.1" 200 416
219.145.104.203 - - [25/Jun/2019:12:55:55 +0800] "GET /bysj/userPasswordEditPage HTTP/1.1" 200 2313
219.145.104.203 - - [25/Jun/2019:12:55:55 +0800] "GET /bysj/js/editPassword.js HTTP/1.1" 200 334
219.145.104.203 - - [25/Jun/2019:12:55:55 +0800] "GET /bysj/userInfoEditPage HTTP/1.1" 200 2899
219.145.104.203 - - [25/Jun/2019:12:55:55 +0800] "GET /bysj/js/student/stuInfoEdit.js HTTP/1.1" 200 584
219.145.104.203 - - [25/Jun/2019:12:55:57 +0800] "GET /bysj/toTopicResult HTTP/1.1" 200 1211
219.145.104.203 - - [25/Jun/2019:12:55:57 +0800] "GET /bysj/js/student/topicResult.js HTTP/1.1" 200 5159
219.145.104.203 - - [25/Jun/2019:12:55:57 +0800] "POST /bysj/Stu/queryTopicResult HTTP/1.1" 200 511
219.145.104.203 - - [25/Jun/2019:12:55:57 +0800] "GET /bysj/toTopic HTTP/1.1" 200 4092
219.145.104.203 - - [25/Jun/2019:12:55:57 +0800] "GET /bysj/js/student/topicSApply.js HTTP/1.1" 200 1556
219.145.104.203 - - [25/Jun/2019:12:55:57 +0800] "GET /bysj/js/student/topic.js HTTP/1.1" 200 5131
219.145.104.203 - - [25/Jun/2019:12:55:57 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/icons/edit_add.png HTTP/1.1" 200 1088
219.145.104.203 - - [25/Jun/2019:12:55:57 +0800] "POST /bysj/Stu/queryDTopic HTTP/1.1" 200 2329
113.200.219.2 - - [25/Jun/2019:13:38:26 +0800] "HEAD /bysj/js/jquery-easyui-1.5.2/themes/default/images/passwordbox_open.png HTTP/1.1" 200 -
113.200.219.2 - - [25/Jun/2019:13:38:26 +0800] "HEAD /bysj/js/jquery-easyui-1.5.2/themes/icons/man.png HTTP/1.1" 200 -
58.87.95.67 - - [25/Jun/2019:14:23:46 +0800] "GET /blog/wp-login.php HTTP/1.1" 404 985
82.130.211.122 - - [25/Jun/2019:14:51:06 +0800] "GET / HTTP/1.1" 200 11418
36.24.148.43 - - [25/Jun/2019:14:56:07 +0800] "GET /tjsj/sjjd/201906/t20190618_1670959.html HTTP/1.1" 404 1029
188.255.247.24 - - [25/Jun/2019:16:06:58 +0800] "GET / HTTP/1.1" 200 11418
47.92.132.229 - - [25/Jun/2019:17:01:58 +0800] "GET / HTTP/1.1" 200 11418
188.75.117.5 - - [25/Jun/2019:17:07:52 +0800] "GET / HTTP/1.1" 200 11418
106.14.114.244 - - [25/Jun/2019:17:15:35 +0800] "GET /bysj/totop HTTP/1.1" 404 3387
66.240.205.34 - - [25/Jun/2019:17:47:48 +0800] "145.ll|'|'|SGFjS2VkX0Q0OTkwNjI3|'|'|WIN-JNAPIER0859|'|'|JNapier|'|'|19-02-01|'|'||'|'|Win 7 null" 400 -
139.224.11.233 - - [25/Jun/2019:18:07:43 +0800] "GET /bysj/totop HTTP/1.1" 404 3387
47.100.38.9 - - [25/Jun/2019:18:15:48 +0800] "GET / HTTP/1.1" 200 11418
106.15.229.102 - - [25/Jun/2019:18:22:09 +0800] "GET /bysj/ HTTP/1.1" 302 -
106.15.229.102 - - [25/Jun/2019:18:22:09 +0800] "GET /bysj/toLogin HTTP/1.1" 200 2151
77.247.110.106 - - [25/Jun/2019:18:35:44 +0800] "HEAD /robots.txt HTTP/1.0" 404 -
70.162.150.77 - - [25/Jun/2019:18:40:23 +0800] "GET / HTTP/1.1" 200 11418
139.162.88.63 - - [25/Jun/2019:18:41:38 +0800] "GET /echo.php?info=1234567890 HTTP/1.1" 404 967
80.82.70.187 - - [25/Jun/2019:19:21:14 +0800] "GET /cache/global/img/gs.gif HTTP/1.1" 404 997
78.69.48.163 - - [25/Jun/2019:20:08:48 +0800] "GET / HTTP/1.1" 200 11418
178.128.63.151 - - [25/Jun/2019:20:11:50 +0800] "GET /test/wp-login.php HTTP/1.1" 404 985
223.112.190.70 - - [25/Jun/2019:21:06:30 +0800] "GET /w00tw00t.at.blackhats.romanian.anti-sec:) HTTP/1.1" 404 1033
223.112.190.70 - - [25/Jun/2019:21:06:30 +0800] "GET /phpMyAdmin/scripts/setup.php HTTP/1.1" 404 1007
223.112.190.70 - - [25/Jun/2019:21:06:30 +0800] "GET /phpmyadmin/scripts/setup.php HTTP/1.1" 404 1007
223.112.190.70 - - [25/Jun/2019:21:06:30 +0800] "GET /pma/scripts/setup.php HTTP/1.1" 404 993
223.112.190.70 - - [25/Jun/2019:21:06:30 +0800] "GET /myadmin/scripts/setup.php HTTP/1.1" 404 1001
223.112.190.70 - - [25/Jun/2019:21:06:31 +0800] "GET /MyAdmin/scripts/setup.php HTTP/1.1" 404 1001
36.235.52.89 - - [25/Jun/2019:21:30:47 +0800] "GET /setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=echo%20chicken&curpath=/&currentsetting.htm=1 HTTP/1.1" 400 -
151.243.1.142 - - [25/Jun/2019:22:17:32 +0800] "GET / HTTP/1.1" 200 11418
113.200.44.107 - - [25/Jun/2019:22:40:52 +0800] "GET / HTTP/1.1" 200 11418
61.219.11.153 - - [25/Jun/2019:23:17:25 +0800] "GET / HTTP/1.1" 400 -
185.10.68.238 - - [25/Jun/2019:23:57:05 +0800] "GET / HTTP/1.0" 200 11398
