201.69.243.158 - - [28/Dec/2018:00:09:46 +0800] "GET / HTTP/1.1" 200 11418
61.185.28.125 - - [28/Dec/2018:13:48:28 +0800] "GET /ssmdm/css/responsive.css HTTP/1.1" 200 4432
61.185.28.125 - - [28/Dec/2018:13:48:28 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 200 788
61.185.28.125 - - [28/Dec/2018:13:48:28 +0800] "GET /ssmdm/css/thems.css HTTP/1.1" 200 13346
61.185.28.125 - - [28/Dec/2018:13:48:28 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 200 40487
61.185.28.125 - - [28/Dec/2018:13:48:29 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 200 93636
61.185.28.125 - - [28/Dec/2018:13:48:29 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:13:48:29 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:13:48:30 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:13:48:30 +0800] "GET /ssmdm/images/icon2.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:13:48:30 +0800] "GET /ssmdm/images/nav_ico.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:13:48:31 +0800] "GET /ssmdm/toLogin HTTP/1.1" 200 2272
61.185.28.125 - - [28/Dec/2018:13:48:31 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 500 163840
61.185.28.125 - - [28/Dec/2018:13:48:31 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/icon.css HTTP/1.1" 200 2508
61.185.28.125 - - [28/Dec/2018:13:48:32 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/locale/easyui-lang-zh_CN.js HTTP/1.1" 200 2501
61.185.28.125 - - [28/Dec/2018:13:48:32 +0800] "GET /ssmdm/js/login.js HTTP/1.1" 200 777
61.185.28.125 - - [28/Dec/2018:13:48:32 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 500 49152
61.185.28.125 - - [28/Dec/2018:13:48:32 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 500 131072
61.185.28.125 - - [28/Dec/2018:13:48:33 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/jquery.min.js HTTP/1.1" 200 95957
61.185.28.125 - - [28/Dec/2018:13:48:34 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/easyui.css HTTP/1.1" 200 66948
61.185.28.125 - - [28/Dec/2018:13:48:36 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/jquery.easyui.min.js HTTP/1.1" 200 424333
61.185.28.125 - - [28/Dec/2018:13:48:36 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/icons/man.png HTTP/1.1" 200 244
61.185.28.125 - - [28/Dec/2018:13:48:36 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/passwordbox_open.png HTTP/1.1" 200 165
61.185.28.125 - - [28/Dec/2018:13:48:36 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/combo_arrow.png HTTP/1.1" 200 117
61.185.28.125 - - [28/Dec/2018:13:48:40 +0800] "GET /ssmdm/images/logo.png HTTP/1.1" 200 556002
61.185.28.125 - - [28/Dec/2018:13:48:46 +0800] "POST /ssmdm/login HTTP/1.1" 500 16262
61.185.28.125 - - [28/Dec/2018:13:48:49 +0800] "POST /ssmdm/login HTTP/1.1" 200 3854
61.185.28.125 - - [28/Dec/2018:13:48:49 +0800] "GET /ssmdm/js/title.js HTTP/1.1" 200 747
61.185.28.125 - - [28/Dec/2018:13:48:49 +0800] "GET /ssmdm/css/Main.css HTTP/1.1" 200 581
61.185.28.125 - - [28/Dec/2018:13:48:50 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/panel_tools.png HTTP/1.1" 200 852
61.185.28.125 - - [28/Dec/2018:13:48:50 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/blank.gif HTTP/1.1" 200 43
61.185.28.125 - - [28/Dec/2018:13:48:50 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/tabs_icons.png HTTP/1.1" 200 150
61.185.28.125 - - [28/Dec/2018:13:48:50 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/accordion_arrows.png HTTP/1.1" 200 184
61.185.28.125 - - [28/Dec/2018:13:48:50 +0800] "GET /ssmdm/images/logo2.png HTTP/1.1" 200 33740
61.185.28.125 - - [28/Dec/2018:13:48:51 +0800] "GET /favicon.ico HTTP/1.1" 200 21630
61.185.28.125 - - [28/Dec/2018:13:48:55 +0800] "GET /ssmdm/teachertoDealDoc HTTP/1.1" 200 2388
61.185.28.125 - - [28/Dec/2018:13:48:55 +0800] "GET /ssmdm/js/TeacherDealDoc.js HTTP/1.1" 200 3684
61.185.28.125 - - [28/Dec/2018:13:48:55 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/icons/clear.png HTTP/1.1" 200 779
61.185.28.125 - - [28/Dec/2018:13:48:55 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/icons/filesave.png HTTP/1.1" 200 898
61.185.28.125 - - [28/Dec/2018:13:48:55 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/pagination_icons.png HTTP/1.1" 200 628
61.185.28.125 - - [28/Dec/2018:13:48:55 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/loading.gif HTTP/1.1" 200 1737
61.185.28.125 - - [28/Dec/2018:13:48:55 +0800] "POST /ssmdm/Teacher/QuerryDocForNoDeal HTTP/1.1" 200 650
61.185.28.125 - - [28/Dec/2018:13:49:32 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 500 131072
198.108.66.16 - - [28/Dec/2018:14:22:04 +0800] "GET / HTTP/1.1" 200 11418
47.101.50.252 - - [28/Dec/2018:14:43:09 +0800] "GET / HTTP/1.1" 200 11418
47.101.50.252 - - [28/Dec/2018:14:43:09 +0800] "GET /explicit_not_exist_path HTTP/1.1" 404 997
47.101.50.252 - - [28/Dec/2018:14:43:09 +0800] "GET /index.html HTTP/1.1" 404 971
47.101.50.252 - - [28/Dec/2018:14:43:09 +0800] "GET /index.php HTTP/1.1" 404 969
47.101.50.252 - - [28/Dec/2018:14:43:09 +0800] "GET /index.jsp HTTP/1.1" 200 11418
47.101.50.252 - - [28/Dec/2018:14:43:10 +0800] "GET /admin/ HTTP/1.1" 404 963
47.101.50.252 - - [28/Dec/2018:14:43:10 +0800] "GET /favicon.ico HTTP/1.1" 200 21630
47.101.50.252 - - [28/Dec/2018:14:43:10 +0800] "GET /manager/status HTTP/1.1" 401 2536
47.101.50.252 - - [28/Dec/2018:14:43:10 +0800] "GET /RELEASE-NOTES.txt HTTP/1.1" 200 9195
47.101.50.252 - - [28/Dec/2018:14:43:10 +0800] "GET /robots.txt HTTP/1.1" 404 971
47.101.50.252 - - [28/Dec/2018:14:43:10 +0800] "GET /README HTTP/1.1" 404 963
47.101.50.252 - - [28/Dec/2018:14:43:10 +0800] "GET /solr/ HTTP/1.1" 404 961
47.101.50.252 - - [28/Dec/2018:14:43:10 +0800] "GET /wcm/ HTTP/1.1" 404 959
47.101.50.252 - - [28/Dec/2018:14:43:10 +0800] "GET /phpMyAdmin/ HTTP/1.1" 404 973
47.101.50.252 - - [28/Dec/2018:14:43:10 +0800] "GET /phpmyadmin/ HTTP/1.1" 404 973
47.101.50.252 - - [28/Dec/2018:14:43:10 +0800] "GET /pma/ HTTP/1.1" 404 959
61.185.28.125 - - [28/Dec/2018:15:44:36 +0800] "POST /ssmdm/login HTTP/1.1" 200 3854
61.185.28.125 - - [28/Dec/2018:15:44:36 +0800] "GET /favicon.ico HTTP/1.1" 200 21630
80.82.70.187 - - [28/Dec/2018:16:00:39 +0800] "GET /cache/global/img/gs.gif HTTP/1.1" 404 997
203.223.169.115 - - [28/Dec/2018:16:13:06 +0800] "POST /tmUnblock.cgi HTTP/1.1" 404 977
61.185.28.125 - - [28/Dec/2018:16:17:10 +0800] "GET /ssmdm HTTP/1.1" 302 -
61.185.28.125 - - [28/Dec/2018:16:17:10 +0800] "GET /ssmdm/ HTTP/1.1" 302 -
61.185.28.125 - - [28/Dec/2018:16:17:10 +0800] "GET /ssmdm/css/flexslider.css HTTP/1.1" 200 3250
61.185.28.125 - - [28/Dec/2018:16:17:10 +0800] "GET /ssmdm/css/reset.css HTTP/1.1" 200 1187
61.185.28.125 - - [28/Dec/2018:16:17:10 +0800] "GET /ssmdm/css/responsive.css HTTP/1.1" 200 4432
61.185.28.125 - - [28/Dec/2018:16:17:10 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
61.185.28.125 - - [28/Dec/2018:16:17:10 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 200 788
61.185.28.125 - - [28/Dec/2018:16:17:10 +0800] "GET /ssmdm/css/thems.css HTTP/1.1" 200 13346
61.185.28.125 - - [28/Dec/2018:16:17:10 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 200 40487
61.185.28.125 - - [28/Dec/2018:16:17:11 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 200 93636
61.185.28.125 - - [28/Dec/2018:16:17:11 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:16:17:11 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:16:17:11 +0800] "GET /ssmdm/images/icon2.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:16:17:11 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:16:17:11 +0800] "GET /ssmdm/images/nav_ico.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:16:17:14 +0800] "GET /ssmdm/toLogin HTTP/1.1" 200 2272
61.185.28.125 - - [28/Dec/2018:16:17:14 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/icon.css HTTP/1.1" 200 2508
61.185.28.125 - - [28/Dec/2018:16:17:14 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 500 204800
61.185.28.125 - - [28/Dec/2018:16:17:14 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 500 155648
61.185.28.125 - - [28/Dec/2018:16:17:14 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/locale/easyui-lang-zh_CN.js HTTP/1.1" 200 2501
61.185.28.125 - - [28/Dec/2018:16:17:14 +0800] "GET /ssmdm/js/login.js HTTP/1.1" 200 777
61.185.28.125 - - [28/Dec/2018:16:17:14 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 500 98304
61.185.28.125 - - [28/Dec/2018:16:17:15 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 500 106496
61.185.28.125 - - [28/Dec/2018:16:17:15 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/easyui.css HTTP/1.1" 200 66948
61.185.28.125 - - [28/Dec/2018:16:17:16 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/jquery.min.js HTTP/1.1" 200 95957
61.185.28.125 - - [28/Dec/2018:16:17:19 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/jquery.easyui.min.js HTTP/1.1" 200 424333
61.185.28.125 - - [28/Dec/2018:16:17:19 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/icons/man.png HTTP/1.1" 200 244
61.185.28.125 - - [28/Dec/2018:16:17:19 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/passwordbox_open.png HTTP/1.1" 200 165
61.185.28.125 - - [28/Dec/2018:16:17:19 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/combo_arrow.png HTTP/1.1" 200 117
61.185.28.125 - - [28/Dec/2018:16:17:23 +0800] "GET /ssmdm/images/logo.png HTTP/1.1" 200 556002
61.185.28.125 - - [28/Dec/2018:16:17:23 +0800] "GET /favicon.ico HTTP/1.1" 200 21630
61.185.28.125 - - [28/Dec/2018:16:17:27 +0800] "POST /ssmdm/login HTTP/1.1" 200 3608
61.185.28.125 - - [28/Dec/2018:16:17:27 +0800] "GET /ssmdm/js/title.js HTTP/1.1" 200 747
61.185.28.125 - - [28/Dec/2018:16:17:27 +0800] "GET /ssmdm/css/Main.css HTTP/1.1" 200 581
61.185.28.125 - - [28/Dec/2018:16:17:27 +0800] "GET /ssmdm/images/logo2.png HTTP/1.1" 200 33740
61.185.28.125 - - [28/Dec/2018:16:17:27 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/tabs_icons.png HTTP/1.1" 200 150
61.185.28.125 - - [28/Dec/2018:16:17:27 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/panel_tools.png HTTP/1.1" 200 852
61.185.28.125 - - [28/Dec/2018:16:17:27 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/accordion_arrows.png HTTP/1.1" 200 184
61.185.28.125 - - [28/Dec/2018:16:17:27 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/blank.gif HTTP/1.1" 200 43
61.185.28.125 - - [28/Dec/2018:16:17:28 +0800] "GET /ssmdm/Student/queryInfo HTTP/1.1" 200 1987
61.185.28.125 - - [28/Dec/2018:16:17:29 +0800] "GET /ssmdm/js/student/queryAllDoc.js HTTP/1.1" 200 4692
61.185.28.125 - - [28/Dec/2018:16:17:44 +0800] "GET /ssmdm/stuUpload HTTP/1.1" 200 2831
61.185.28.125 - - [28/Dec/2018:16:17:44 +0800] "GET /ssmdm/js/student/fileUpload.js HTTP/1.1" 200 1142
61.185.28.125 - - [28/Dec/2018:16:17:45 +0800] "GET /ssmdm/toRead HTTP/1.1" 200 844
61.185.28.125 - - [28/Dec/2018:16:17:45 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/pagination_icons.png HTTP/1.1" 200 628
61.185.28.125 - - [28/Dec/2018:16:17:45 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/loading.gif HTTP/1.1" 200 1737
61.185.28.125 - - [28/Dec/2018:16:17:45 +0800] "POST /ssmdm/Student/queryAllDoc HTTP/1.1" 200 816
120.132.3.65 - - [28/Dec/2018:16:57:03 +0800] "-" 400 -
120.132.3.65 - - [28/Dec/2018:16:57:03 +0800] "GET /404/search_children.js HTTP/1.1" 404 995
120.132.3.65 - - [28/Dec/2018:16:57:03 +0800] "-" 400 -
139.162.111.98 - - [28/Dec/2018:17:08:35 +0800] "GET / HTTP/1.1" 200 11418
81.26.137.15 - - [28/Dec/2018:17:37:44 +0800] "GET / HTTP/1.1" 200 11418
139.162.79.87 - - [28/Dec/2018:19:08:08 +0800] "GET / HTTP/1.1" 200 11418
185.141.232.35 - - [28/Dec/2018:19:16:22 +0800] "GET / HTTP/1.1" 200 11418
103.90.206.104 - - [28/Dec/2018:19:33:35 +0800] "GET / HTTP/1.1" 200 11418
177.197.66.236 - - [28/Dec/2018:19:35:33 +0800] "GET / HTTP/1.1" 200 11418
95.213.177.126 - - [28/Dec/2018:21:25:50 +0800] "CONNECT check.proxyradar.com:80 HTTP/1.1" 400 -
61.185.28.125 - - [28/Dec/2018:21:42:26 +0800] "GET /ssmdm HTTP/1.1" 302 -
61.185.28.125 - - [28/Dec/2018:21:42:26 +0800] "GET /ssmdm/ HTTP/1.1" 302 -
61.185.28.125 - - [28/Dec/2018:21:42:26 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
61.185.28.125 - - [28/Dec/2018:21:42:26 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:21:42:26 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:21:42:26 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:21:42:26 +0800] "GET /ssmdm/images/icon2.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:21:42:27 +0800] "GET /ssmdm/images/nav_ico.png HTTP/1.1" 404 949
61.185.28.125 - - [28/Dec/2018:21:42:28 +0800] "GET /ssmdm/toLogin HTTP/1.1" 200 2272
61.185.28.125 - - [28/Dec/2018:21:42:28 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 500 57344
61.185.28.125 - - [28/Dec/2018:21:42:28 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 500 147456
61.185.28.125 - - [28/Dec/2018:21:42:28 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 500 98304
61.185.28.125 - - [28/Dec/2018:21:42:28 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 500 131072
61.185.28.125 - - [28/Dec/2018:21:42:38 +0800] "POST /ssmdm/login HTTP/1.1" 200 3854
61.185.28.125 - - [28/Dec/2018:21:42:41 +0800] "GET /ssmdm/teachertoReadDoc HTTP/1.1" 200 844
61.185.28.125 - - [28/Dec/2018:21:42:41 +0800] "GET /ssmdm/js/TeacherReadDoc.js HTTP/1.1" 200 4274
61.185.28.125 - - [28/Dec/2018:21:42:41 +0800] "POST /ssmdm/Teacher/QuerryAllDoc HTTP/1.1" 200 795
61.185.28.125 - - [28/Dec/2018:21:42:46 +0800] "GET /ssmdm/teachertoDealDoc HTTP/1.1" 200 2388
61.185.28.125 - - [28/Dec/2018:21:42:46 +0800] "POST /ssmdm/Teacher/QuerryDocForNoDeal HTTP/1.1" 200 650
31.181.181.128 - - [28/Dec/2018:21:52:38 +0800] "GET / HTTP/1.1" 200 11418
191.19.123.41 - - [28/Dec/2018:22:21:50 +0800] "GET / HTTP/1.1" 200 11418
14.102.188.126 - - [28/Dec/2018:22:24:48 +0800] "GET / HTTP/1.1" 200 11418
190.113.162.14 - - [28/Dec/2018:23:41:01 +0800] "GET / HTTP/1.1" 200 11418
138.36.188.22 - - [28/Dec/2018:23:57:09 +0800] "GET / HTTP/1.1" 200 11418
