142.93.240.141 - - [27/Jun/2019:00:53:32 +0800] "GET /wp5/wp-login.php HTTP/1.1" 404 983
61.219.11.153 - - [27/Jun/2019:09:23:31 +0800] "-" 400 -
103.91.208.98 - - [27/Jun/2019:10:24:05 +0800] "GET /shell?%75%6E%61%6D%65%20%2D%61 HTTP/1.1" 404 961
80.82.70.187 - - [27/Jun/2019:11:18:56 +0800] "GET /cache/global/img/gs.gif HTTP/1.1" 404 997
106.15.53.214 - - [27/Jun/2019:11:28:52 +0800] "GET / HTTP/1.0" 200 11398
113.200.205.176 - - [27/Jun/2019:12:11:11 +0800] "GET /bysj/login HTTP/1.1" 405 1045
39.91.30.183 - - [27/Jun/2019:12:21:41 +0800] "GET / HTTP/1.1" 200 11418
39.91.30.183 - - [27/Jun/2019:12:21:41 +0800] "GET / HTTP/1.1" 200 11418
39.91.30.183 - - [27/Jun/2019:12:21:41 +0800] "GET / HTTP/1.1" 200 11418
39.91.30.183 - - [27/Jun/2019:12:21:41 +0800] "GET / HTTP/1.1" 200 11418
39.91.30.183 - - [27/Jun/2019:12:21:41 +0800] "GET / HTTP/1.1" 200 11418
39.91.30.183 - - [27/Jun/2019:12:21:41 +0800] "GET / HTTP/1.1" 200 11418
39.91.30.183 - - [27/Jun/2019:12:21:41 +0800] "GET / HTTP/1.1" 200 11418
39.91.30.183 - - [27/Jun/2019:12:21:41 +0800] "GET / HTTP/1.1" 200 11418
39.91.30.183 - - [27/Jun/2019:12:21:41 +0800] "CONNECT www.voanews.com:443 HTTP/1.0" 400 -
88.249.227.70 - - [27/Jun/2019:13:00:37 +0800] "GET /Login.htm HTTP/1.1" 400 -
47.100.64.86 - - [27/Jun/2019:13:10:42 +0800] "GET / HTTP/1.0" 200 11398
219.145.104.203 - - [27/Jun/2019:14:38:24 +0800] "GET /bysj/ HTTP/1.1" 302 -
219.145.104.203 - - [27/Jun/2019:14:38:24 +0800] "GET /bysj/toLogin HTTP/1.1" 200 2151
219.145.104.203 - - [27/Jun/2019:14:38:24 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/icon.css HTTP/1.1" 200 2508
219.145.104.203 - - [27/Jun/2019:14:38:24 +0800] "GET /bysj/js/login.js HTTP/1.1" 200 777
219.145.104.203 - - [27/Jun/2019:14:38:24 +0800] "GET /bysj/js/jquery-easyui-1.5.2/locale/easyui-lang-zh_CN.js HTTP/1.1" 200 2501
219.145.104.203 - - [27/Jun/2019:14:38:25 +0800] "GET /bysj/js/jquery-easyui-1.5.2/jquery.min.js HTTP/1.1" 200 95957
219.145.104.203 - - [27/Jun/2019:14:38:25 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/easyui.css HTTP/1.1" 200 66964
219.145.104.203 - - [27/Jun/2019:14:38:35 +0800] "GET /bysj/js/jquery-easyui-1.5.2/jquery.easyui.min.js HTTP/1.1" 200 424333
219.145.104.203 - - [27/Jun/2019:14:38:36 +0800] "GET /bysj/images/logo4.png HTTP/1.1" 200 8674
219.145.104.203 - - [27/Jun/2019:14:38:36 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/icons/man.png HTTP/1.1" 200 244
219.145.104.203 - - [27/Jun/2019:14:38:36 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/passwordbox_open.png HTTP/1.1" 200 165
219.145.104.203 - - [27/Jun/2019:14:38:40 +0800] "POST /bysj/login HTTP/1.1" 200 3509
219.145.104.203 - - [27/Jun/2019:14:38:40 +0800] "GET /bysj/js/title.js HTTP/1.1" 200 1998
219.145.104.203 - - [27/Jun/2019:14:38:40 +0800] "GET /bysj/css/Main.css HTTP/1.1" 200 583
219.145.104.203 - - [27/Jun/2019:14:38:40 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/blank.gif HTTP/1.1" 200 43
219.145.104.203 - - [27/Jun/2019:14:38:40 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/layout_arrows.png HTTP/1.1" 200 319
219.145.104.203 - - [27/Jun/2019:14:38:40 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/panel_tools.png HTTP/1.1" 200 852
219.145.104.203 - - [27/Jun/2019:14:38:40 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/tabs_icons.png HTTP/1.1" 200 150
219.145.104.203 - - [27/Jun/2019:14:38:40 +0800] "POST /bysj/queryTreeByUser HTTP/1.1" 200 2317
219.145.104.203 - - [27/Jun/2019:14:38:40 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/accordion_arrows.png HTTP/1.1" 200 184
219.145.104.203 - - [27/Jun/2019:14:38:40 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/tree_icons.png HTTP/1.1" 200 3115
219.145.104.203 - - [27/Jun/2019:14:38:40 +0800] "GET /bysj/images/nav1.jpg HTTP/1.1" 200 35839
219.145.104.203 - - [27/Jun/2019:14:39:06 +0800] "GET /bysj/toTopic HTTP/1.1" 200 4092
219.145.104.203 - - [27/Jun/2019:14:39:06 +0800] "GET /bysj/js/student/topic.js HTTP/1.1" 200 5131
219.145.104.203 - - [27/Jun/2019:14:39:06 +0800] "GET /bysj/js/student/topicSApply.js HTTP/1.1" 200 1556
219.145.104.203 - - [27/Jun/2019:14:39:06 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/icons/search.png HTTP/1.1" 200 813
219.145.104.203 - - [27/Jun/2019:14:39:06 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/icons/edit_add.png HTTP/1.1" 200 1088
219.145.104.203 - - [27/Jun/2019:14:39:06 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/pagination_icons.png HTTP/1.1" 200 628
219.145.104.203 - - [27/Jun/2019:14:39:06 +0800] "POST /bysj/Stu/queryDTopic HTTP/1.1" 200 2329
219.145.104.203 - - [27/Jun/2019:14:39:06 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/loading.gif HTTP/1.1" 200 1737
219.145.104.203 - - [27/Jun/2019:14:39:28 +0800] "GET /bysj/ HTTP/1.1" 302 -
219.145.104.203 - - [27/Jun/2019:14:39:28 +0800] "GET /bysj/toLogin HTTP/1.1" 200 2151
219.145.104.203 - - [27/Jun/2019:14:40:09 +0800] "GET /bysj/userInfo HTTP/1.1" 200 1716
219.145.104.203 - - [27/Jun/2019:14:40:29 +0800] "GET /bysj/toUpload HTTP/1.1" 200 3013
219.145.104.203 - - [27/Jun/2019:14:40:29 +0800] "GET /bysj/js/student/sUpload.js HTTP/1.1" 200 1206
219.145.104.203 - - [27/Jun/2019:14:40:29 +0800] "GET /bysj/js/jquery-easyui-1.5.2/themes/default/images/combo_arrow.png HTTP/1.1" 200 117
219.145.104.203 - - [27/Jun/2019:14:40:51 +0800] "GET /bysj/toSRead HTTP/1.1" 200 1182
219.145.104.203 - - [27/Jun/2019:14:40:51 +0800] "GET /bysj/js/student/sRead.js HTTP/1.1" 200 4154
219.145.104.203 - - [27/Jun/2019:14:40:52 +0800] "POST /bysj/Stu/queryAllDoc HTTP/1.1" 200 2022
219.145.104.203 - - [27/Jun/2019:14:40:55 +0800] "GET /bysj/js/pdfjs/generic/web/viewer.css HTTP/1.1" 200 46022
219.145.104.203 - - [27/Jun/2019:14:40:55 +0800] "GET /bysj/js/pdfjs/generic/web/compatibility.js HTTP/1.1" 200 17788
219.145.104.203 - - [27/Jun/2019:14:40:56 +0800] "GET /bysj/js/pdfjs/generic/web/l10n.js HTTP/1.1" 200 29253
219.145.104.203 - - [27/Jun/2019:14:40:56 +0800] "GET /bysj/js/pdfjs/generic/web/debugger.js HTTP/1.1" 200 19583
219.145.104.203 - - [27/Jun/2019:14:40:56 +0800] "GET /bysj/js/pdfjs/generic/web/viewer.html?file=/doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 200 19600
219.145.104.203 - - [27/Jun/2019:14:40:59 +0800] "GET /bysj/js/pdfjs/generic/web/viewer.js HTTP/1.1" 200 249596
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/build/pdf.js HTTP/1.1" 200 261214
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/images/texture.png HTTP/1.1" 200 2418
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-viewThumbnail.png HTTP/1.1" 200 185
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-menuArrows.png HTTP/1.1" 200 108
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-sidebarToggle.png HTTP/1.1" 200 225
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-search.png HTTP/1.1" 200 309
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-pageUp.png HTTP/1.1" 200 246
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-presentationMode.png HTTP/1.1" 200 321
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-pageDown.png HTTP/1.1" 200 238
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/locale/locale.properties HTTP/1.1" 200 4314
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-openFile.png HTTP/1.1" 200 295
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/locale/zh-CN/viewer.properties HTTP/1.1" 200 6259
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-print.png HTTP/1.1" 200 257
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-download.png HTTP/1.1" 200 259
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-bookmark.png HTTP/1.1" 200 174
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-secondaryToolbarToggle.png HTTP/1.1" 200 243
219.145.104.203 - - [27/Jun/2019:14:41:00 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-zoomOut.png HTTP/1.1" 200 88
219.145.104.203 - - [27/Jun/2019:14:41:01 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-zoomIn.png HTTP/1.1" 200 136
219.145.104.203 - - [27/Jun/2019:14:41:01 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-viewOutline.png HTTP/1.1" 200 178
219.145.104.203 - - [27/Jun/2019:14:41:01 +0800] "GET /bysj/js/pdfjs/generic/web/images/toolbarButton-viewAttachments.png HTTP/1.1" 200 384
219.145.104.203 - - [27/Jun/2019:14:41:26 +0800] "GET /bysj/js/pdfjs/generic/build/pdf.worker.js HTTP/1.1" 200 1251607
219.145.104.203 - - [27/Jun/2019:14:41:26 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 200 1731373
219.145.104.203 - - [27/Jun/2019:14:41:26 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:27 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 27437
219.145.104.203 - - [27/Jun/2019:14:41:27 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:27 +0800] "GET /bysj/js/pdfjs/generic/web/images/loading-small.png HTTP/1.1" 200 7402
219.145.104.203 - - [27/Jun/2019:14:41:27 +0800] "GET /bysj/js/pdfjs/generic/web/images/loading-icon.gif HTTP/1.1" 200 2545
219.145.104.203 - - [27/Jun/2019:14:41:27 +0800] "GET /bysj/js/pdfjs/generic/web/images/shadow.png HTTP/1.1" 200 290
219.145.104.203 - - [27/Jun/2019:14:41:27 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:27 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:27 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:27 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:27 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:27 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:28 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:29 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 196608
219.145.104.203 - - [27/Jun/2019:14:41:29 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:30 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 196608
219.145.104.203 - - [27/Jun/2019:14:41:30 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:30 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:38 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:38 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:38 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 131072
219.145.104.203 - - [27/Jun/2019:14:41:38 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 131072
219.145.104.203 - - [27/Jun/2019:14:41:38 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:38 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:40 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:40 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
219.145.104.203 - - [27/Jun/2019:14:41:41 +0800] "GET /doc/10/2015/1001/1510064108/151006410808.pdf HTTP/1.1" 206 65536
61.185.28.125 - - [27/Jun/2019:14:46:15 +0800] "GET /bysj/exitLogin HTTP/1.1" 200 2151
61.185.28.125 - - [27/Jun/2019:14:46:23 +0800] "POST /bysj/login HTTP/1.1" 200 2202
61.185.28.125 - - [27/Jun/2019:14:46:31 +0800] "POST /bysj/login HTTP/1.1" 200 2202
61.185.28.125 - - [27/Jun/2019:14:46:54 +0800] "POST /bysj/login HTTP/1.1" 200 2202
61.185.28.125 - - [27/Jun/2019:14:46:54 +0800] "GET /favicon.ico HTTP/1.1" 200 4286
61.185.28.125 - - [27/Jun/2019:14:47:01 +0800] "POST /bysj/login HTTP/1.1" 200 3509
61.185.28.125 - - [27/Jun/2019:14:47:01 +0800] "POST /bysj/queryTreeByUser HTTP/1.1" 200 2317
61.185.28.125 - - [27/Jun/2019:14:47:02 +0800] "GET /bysj/exitLogin HTTP/1.1" 200 2151
61.185.28.125 - - [27/Jun/2019:14:47:06 +0800] "POST /bysj/login HTTP/1.1" 200 3503
61.185.28.125 - - [27/Jun/2019:14:47:07 +0800] "POST /bysj/queryTreeByUser HTTP/1.1" 200 2317
61.185.28.125 - - [27/Jun/2019:14:47:10 +0800] "GET /bysj/exitLogin HTTP/1.1" 200 2151
61.185.28.125 - - [27/Jun/2019:14:47:14 +0800] "POST /bysj/login HTTP/1.1" 200 2202
61.185.28.125 - - [27/Jun/2019:14:47:31 +0800] "POST /bysj/login HTTP/1.1" 200 3509
61.185.28.125 - - [27/Jun/2019:14:47:31 +0800] "POST /bysj/queryTreeByUser HTTP/1.1" 200 2602
31.209.132.10 - - [27/Jun/2019:15:17:45 +0800] "GET / HTTP/1.1" 200 11418
47.92.146.203 - - [27/Jun/2019:15:56:37 +0800] "GET /bysj/totopicresult HTTP/1.1" 404 3387
37.152.174.196 - - [27/Jun/2019:16:28:01 +0800] "GET / HTTP/1.1" 200 11418
60.191.52.254 - - [27/Jun/2019:16:56:50 +0800] "HEAD / HTTP/1.1" 200 -
180.250.7.106 - - [27/Jun/2019:17:05:18 +0800] "GET / HTTP/1.1" 200 11418
139.162.88.63 - - [27/Jun/2019:17:38:00 +0800] "GET /echo.php?info=1234567890 HTTP/1.1" 404 967
219.145.104.203 - - [27/Jun/2019:18:00:29 +0800] "GET /bysj/login HTTP/1.1" 405 1045
219.145.104.203 - - [27/Jun/2019:18:00:33 +0800] "GET /bysj/ HTTP/1.1" 302 -
219.145.104.203 - - [27/Jun/2019:18:00:33 +0800] "GET /bysj/toLogin HTTP/1.1" 200 2151
95.213.177.125 - - [27/Jun/2019:18:49:46 +0800] "POST /azenv.php?auth=156163258653&a=PSCN&i=795451163&p=80 HTTP/1.1" 404 969
79.73.19.44 - - [27/Jun/2019:19:42:48 +0800] "GET / HTTP/1.1" 200 11418
219.145.104.203 - - [27/Jun/2019:21:17:34 +0800] "GET /bysj/login HTTP/1.1" 405 1045
219.145.104.203 - - [27/Jun/2019:21:17:52 +0800] "GET /bysj/ HTTP/1.1" 302 -
219.145.104.203 - - [27/Jun/2019:21:17:52 +0800] "GET /bysj/toLogin HTTP/1.1" 200 2151
80.82.70.187 - - [27/Jun/2019:21:18:12 +0800] "GET /cache/global/img/gs.gif HTTP/1.1" 404 997
46.49.1.49 - - [27/Jun/2019:22:18:33 +0800] "GET / HTTP/1.1" 200 11418
47.97.10.19 - - [27/Jun/2019:22:21:59 +0800] "GET / HTTP/1.0" 200 11398
